checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
< 0 DM,36,existing paid back,others,15857,< 100 DM,unemployed,2,male:divorced,co-applicant,3,car,43,none,own,1,high qual/mgmt,1,none,yes,Good Risk
< 0 DM,18,existing paid back,radio/tv,1345,< 100 DM,1 <= x < 4 yrs,4,male:mar/wid,none,3,real estate,26,bank,own,1,skilled,1,none,yes,Bad Risk
no checking account,12,existing paid back,car (new),1101,< 100 DM,1 <= x < 4 yrs,3,male:mar/wid,none,2,real estate,27,none,own,2,skilled,1,yes,yes,Good Risk
>= 200 DM,12,existing paid back,radio/tv,3016,< 100 DM,1 <= x < 4 yrs,3,male:mar/wid,none,1,car,24,none,own,1,skilled,1,none,yes,Good Risk
< 0 DM,36,existing paid back,furniture/equip,2712,< 100 DM,>= 7 yrs,2,male:single,none,2,life insurance,41,bank,own,1,skilled,2,none,yes,Bad Risk
< 0 DM,8,critical account,car (new),731,< 100 DM,>= 7 yrs,4,male:single,none,4,real estate,47,none,own,2,unskilled resident,1,none,yes,Good Risk
no checking account,18,critical account,furniture/equip,3780,< 100 DM,< 1 yr,3,male:divorced,none,2,car,35,none,own,2,high qual/mgmt,1,yes,yes,Good Risk
< 0 DM,21,critical account,car (new),1602,< 100 DM,>= 7 yrs,4,male:mar/wid,none,3,car,30,none,own,2,skilled,1,yes,yes,Good Risk
< 0 DM,18,critical account,car (new),3966,< 100 DM,>= 7 yrs,1,female:div/dep/mar,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,Bad Risk
no checking account,18,no credits/all paid,business,4165,< 100 DM,1 <= x < 4 yrs,2,male:single,none,2,car,36,stores,own,2,skilled,2,none,yes,Bad Risk
< 0 DM,36,existing paid back,car (used),8335,no savings,>= 7 yrs,3,male:single,none,4,no property,47,none,for free,1,skilled,1,none,yes,Bad Risk
0 <= x < 200 DM,48,delay in past,business,6681,no savings,1 <= x < 4 yrs,4,male:single,none,4,no property,38,none,for free,1,skilled,2,yes,yes,Good Risk
no checking account,24,delay in past,business,2375,500 <= x < 1000 DM,1 <= x < 4 yrs,4,male:single,none,2,car,44,none,own,2,skilled,2,yes,yes,Good Risk
< 0 DM,18,existing paid back,car (new),1216,< 100 DM,< 1 yr,4,female:div/dep/mar,none,3,car,23,none,rent,1,skilled,1,yes,yes,Bad Risk
< 0 DM,45,no credits/all paid,business,11816,< 100 DM,>= 7 yrs,2,male:single,none,4,car,29,none,rent,2,skilled,1,none,yes,Bad Risk
0 <= x < 200 DM,24,existing paid back,radio/tv,5084,no savings,>= 7 yrs,2,female:div/dep/mar,none,4,car,42,none,own,1,skilled,1,yes,yes,Good Risk
>= 200 DM,15,existing paid back,radio/tv,2327,< 100 DM,< 1 yr,2,female:div/dep/mar,none,3,real estate,25,none,own,1,unskilled resident,1,none,yes,Bad Risk
< 0 DM,12,no credits/all paid,car (new),1082,< 100 DM,1 <= x < 4 yrs,4,male:single,none,4,car,48,bank,own,2,skilled,1,none,yes,Bad Risk
no checking account,12,existing paid back,radio/tv,886,no savings,1 <= x < 4 yrs,4,female:div/dep/mar,none,2,car,21,none,own,1,skilled,1,none,yes,Good Risk
no checking account,4,existing paid back,furniture/equip,601,< 100 DM,< 1 yr,1,female:div/dep/mar,none,3,real estate,23,none,rent,1,unskilled resident,2,none,yes,Good Risk
< 0 DM,24,critical account,car (used),2957,< 100 DM,>= 7 yrs,4,male:single,none,4,life insurance,63,none,own,2,skilled,1,yes,yes,Good Risk
no checking account,24,critical account,radio/tv,2611,< 100 DM,>= 7 yrs,4,male:mar/wid,co-applicant,3,real estate,46,none,own,2,skilled,1,none,yes,Good Risk
< 0 DM,36,existing paid back,furniture/equip,5179,< 100 DM,4 <= x < 7 yrs,4,male:single,none,2,life insurance,29,none,own,1,skilled,1,none,yes,Bad Risk
no checking account,21,delay in past,car (used),2993,< 100 DM,1 <= x < 4 yrs,3,male:single,none,2,real estate,28,stores,own,2,unskilled resident,1,none,yes,Good Risk
no checking account,18,existing paid back,repairs,1943,< 100 DM,< 1 yr,4,female:div/dep/mar,none,4,real estate,23,none,own,1,skilled,1,none,yes,Bad Risk
no checking account,24,all paid back here,business,1559,< 100 DM,4 <= x < 7 yrs,4,male:single,none,4,car,50,bank,own,1,skilled,1,yes,yes,Good Risk
no checking account,18,existing paid back,furniture/equip,3422,< 100 DM,>= 7 yrs,4,male:single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,Good Risk
0 <= x < 200 DM,21,existing paid back,furniture/equip,3976,no savings,4 <= x < 7 yrs,2,male:single,none,3,car,35,none,own,1,skilled,1,yes,yes,Good Risk
no checking account,18,existing paid back,car (new),6761,no savings,1 <= x < 4 yrs,2,male:single,none,4,car,68,none,rent,2,skilled,1,none,yes,Bad Risk
no checking account,24,existing paid back,car (new),1249,< 100 DM,< 1 yr,4,male:mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,yes,Good Risk
< 0 DM,9,existing paid back,radio/tv,1364,< 100 DM,4 <= x < 7 yrs,3,male:single,none,4,real estate,59,none,own,1,skilled,1,none,yes,Good Risk
< 0 DM,12,existing paid back,radio/tv,709,< 100 DM,>= 7 yrs,4,male:single,none,4,real estate,57,stores,own,1,unskilled resident,1,none,yes,Bad Risk
< 0 DM,20,critical account,car (new),2235,< 100 DM,1 <= x < 4 yrs,4,male:mar/wid,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,no,Bad Risk
no checking account,24,critical account,car (used),4042,no savings,4 <= x < 7 yrs,3,male:single,none,4,life insurance,43,none,own,2,skilled,1,yes,yes,Good Risk
no checking account,15,critical account,radio/tv,1471,< 100 DM,1 <= x < 4 yrs,4,male:single,none,4,no property,35,none,for free,2,skilled,1,yes,yes,Good Risk
< 0 DM,18,all paid back here,car (new),1442,< 100 DM,4 <= x < 7 yrs,4,male:single,none,4,no property,32,none,for free,2,unskilled resident,2,none,yes,Bad Risk
no checking account,36,delay in past,car (new),10875,< 100 DM,>= 7 yrs,2,male:single,none,2,car,45,none,own,2,skilled,2,yes,yes,Good Risk
no checking account,24,existing paid back,car (new),1474,100 <= x < 500 DM,< 1 yr,4,male:mar/wid,none,3,real estate,33,none,own,1,skilled,1,yes,yes,Good Risk
no checking account,10,existing paid back,retraining,894,no savings,4 <= x < 7 yrs,4,female:div/dep/mar,none,3,life insurance,40,none,own,1,skilled,1,yes,yes,Good Risk
no checking account,15,critical account,furniture/equip,3343,< 100 DM,1 <= x < 4 yrs,4,male:single,none,2,no property,28,none,for free,1,skilled,1,yes,yes,Good Risk
< 0 DM,15,existing paid back,car (new),3959,< 100 DM,1 <= x < 4 yrs,3,female:div/dep/mar,none,2,life insurance,29,none,own,1,skilled,1,yes,yes,Bad Risk
no checking account,9,existing paid back,car (new),3577,100 <= x < 500 DM,1 <= x < 4 yrs,1,male:single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,no,Good Risk
no checking account,24,critical account,car (used),5804,>= 1000 DM,1 <= x < 4 yrs,4,male:single,none,2,real estate,27,none,own,2,skilled,1,none,yes,Good Risk
no checking account,18,delay in past,business,2169,< 100 DM,1 <= x < 4 yrs,4,male:mar/wid,none,2,car,28,none,own,1,skilled,1,yes,yes,Bad Risk
< 0 DM,24,existing paid back,radio/tv,2439,< 100 DM,< 1 yr,4,female:div/dep/mar,none,4,real estate,35,none,own,1,skilled,1,yes,yes,Bad Risk
no checking account,27,critical account,furniture/equip,4526,>= 1000 DM,< 1 yr,4,male:single,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,yes,Good Risk
no checking account,10,existing paid back,furniture/equip,2210,< 100 DM,1 <= x < 4 yrs,2,male:single,none,2,real estate,25,bank,rent,1,unskilled resident,1,none,yes,Bad Risk
no checking account,15,existing paid back,furniture/equip,2221,500 <= x < 1000 DM,1 <= x < 4 yrs,2,female:div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes,Good Risk
< 0 DM,18,existing paid back,radio/tv,2389,< 100 DM,< 1 yr,4,female:div/dep/mar,none,1,car,27,stores,own,1,skilled,1,none,yes,Good Risk
no checking account,12,critical account,furniture/equip,3331,< 100 DM,>= 7 yrs,2,male:single,none,4,life insurance,42,stores,own,1,skilled,1,none,yes,Good Risk
no checking account,36,existing paid back,business,7409,no savings,>= 7 yrs,3,male:single,none,2,life insurance,37,none,own,2,skilled,1,none,yes,Good Risk
< 0 DM,12,existing paid back,furniture/equip,652,< 100 DM,>= 7 yrs,4,female:div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,Good Risk
no checking account,36,delay in past,furniture/equip,7678,500 <= x < 1000 DM,4 <= x < 7 yrs,2,female:div/dep/mar,none,4,car,40,none,own,2,skilled,1,yes,yes,Good Risk
>= 200 DM,6,critical account,car (new),1343,< 100 DM,>= 7 yrs,1,male:single,none,4,real estate,46,none,own,2,skilled,2,none,no,Good Risk
< 0 DM,24,critical account,business,1382,100 <= x < 500 DM,4 <= x < 7 yrs,4,male:single,none,1,real estate,26,none,own,2,skilled,1,yes,yes,Good Risk
no checking account,15,existing paid back,domestic appliances,874,no savings,< 1 yr,4,female:div/dep/mar,none,1,real estate,24,none,own,1,skilled,1,none,yes,Good Risk
< 0 DM,12,existing paid back,furniture/equip,3590,< 100 DM,1 <= x < 4 yrs,2,male:single,co-applicant,2,life insurance,29,none,own,1,unskilled resident,2,none,yes,Good Risk
0 <= x < 200 DM,11,critical account,car (new),1322,>= 1000 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,4,car,40,none,own,2,skilled,1,none,yes,Good Risk
< 0 DM,18,all paid back here,radio/tv,1940,< 100 DM,< 1 yr,3,male:single,co-applicant,4,no property,36,bank,for free,1,high qual/mgmt,1,yes,yes,Good Risk
no checking account,36,existing paid back,radio/tv,3595,< 100 DM,>= 7 yrs,4,male:single,none,2,car,28,none,own,1,skilled,1,none,yes,Good Risk
< 0 DM,9,existing paid back,car (new),1422,< 100 DM,< 1 yr,3,male:single,none,2,no property,27,none,for free,1,high qual/mgmt,1,yes,yes,Bad Risk
no checking account,30,critical account,radio/tv,6742,no savings,4 <= x < 7 yrs,2,male:single,none,3,life insurance,36,none,own,2,skilled,1,none,yes,Good Risk
no checking account,24,existing paid back,car (used),7814,< 100 DM,4 <= x < 7 yrs,3,male:single,none,3,car,38,none,own,1,high qual/mgmt,1,yes,yes,Good Risk
no checking account,24,existing paid back,car (used),9277,no savings,1 <= x < 4 yrs,2,male:divorced,none,4,no property,48,none,for free,1,skilled,1,yes,yes,Good Risk
0 <= x < 200 DM,30,critical account,car (new),2181,no savings,>= 7 yrs,4,male:single,none,4,real estate,36,none,own,2,skilled,1,none,yes,Good Risk
no checking account,18,critical account,radio/tv,1098,< 100 DM,unemployed,4,female:div/dep/mar,none,4,car,65,none,own,2,unemp/unskilled non-res,1,none,yes,Good Risk
0 <= x < 200 DM,24,existing paid back,furniture/equip,4057,< 100 DM,4 <= x < 7 yrs,3,male:divorced,none,3,car,43,none,own,1,skilled,1,yes,yes,Bad Risk
< 0 DM,12,existing paid back,education,795,< 100 DM,< 1 yr,4,female:div/dep/mar,none,4,life insurance,53,none,own,1,skilled,1,none,yes,Bad Risk
0 <= x < 200 DM,24,critical account,business,2825,no savings,4 <= x < 7 yrs,4,male:single,none,3,no property,34,none,own,2,skilled,2,yes,yes,Good Risk
0 <= x < 200 DM,48,existing paid back,business,15672,< 100 DM,1 <= x < 4 yrs,2,male:single,none,2,car,23,none,own,1,skilled,1,yes,yes,Bad Risk
no checking account,36,critical account,car (new),6614,< 100 DM,>= 7 yrs,4,male:single,none,4,car,34,none,own,2,high qual/mgmt,1,yes,yes,Good Risk
no checking account,28,all paid back here,car (used),7824,no savings,< 1 yr,3,male:single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,yes,Good Risk
< 0 DM,27,critical account,business,2442,< 100 DM,>= 7 yrs,4,male:single,none,4,car,43,stores,own,4,high qual/mgmt,2,yes,yes,Good Risk
no checking account,15,critical account,radio/tv,1829,< 100 DM,>= 7 yrs,4,male:single,none,4,car,46,none,own,2,skilled,1,yes,yes,Good Risk
< 0 DM,12,critical account,car (new),2171,< 100 DM,1 <= x < 4 yrs,4,male:single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,no,Good Risk
0 <= x < 200 DM,36,critical account,car (used),5800,< 100 DM,1 <= x < 4 yrs,3,male:single,none,4,car,34,none,own,2,skilled,1,yes,yes,Good Risk
no checking account,18,critical account,radio/tv,1169,no savings,1 <= x < 4 yrs,4,male:single,none,3,life insurance,29,none,own,2,skilled,1,yes,yes,Good Risk
no checking account,36,delay in past,car (used),8947,no savings,4 <= x < 7 yrs,3,male:single,none,2,car,31,stores,own,1,high qual/mgmt,2,yes,yes,Good Risk
< 0 DM,21,existing paid back,radio/tv,2606,< 100 DM,< 1 yr,4,female:div/dep/mar,none,4,life insurance,28,none,rent,1,high qual/mgmt,1,yes,yes,Good Risk
no checking account,12,critical account,furniture/equip,1592,>= 1000 DM,4 <= x < 7 yrs,3,female:div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,no,Good Risk
no checking account,15,existing paid back,furniture/equip,2186,no savings,4 <= x < 7 yrs,1,female:div/dep/mar,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,yes,Good Risk
< 0 DM,18,existing paid back,furniture/equip,4153,< 100 DM,1 <= x < 4 yrs,2,male:single,co-applicant,3,car,42,none,own,1,skilled,1,none,yes,Bad Risk
< 0 DM,16,critical account,car (new),2625,< 100 DM,>= 7 yrs,2,male:single,guarantor,4,life insurance,43,bank,rent,1,skilled,1,yes,yes,Bad Risk
no checking account,20,critical account,car (new),3485,no savings,< 1 yr,2,male:divorced,none,4,real estate,44,none,own,2,skilled,1,yes,yes,Good Risk
no checking account,36,critical account,car (used),10477,no savings,>= 7 yrs,2,male:single,none,4,no property,42,none,for free,2,skilled,1,none,yes,Good Risk
no checking account,15,existing paid back,radio/tv,1386,no savings,1 <= x < 4 yrs,4,male:mar/wid,none,2,real estate,40,none,rent,1,skilled,1,yes,yes,Good Risk
no checking account,24,existing paid back,radio/tv,1278,< 100 DM,>= 7 yrs,4,male:single,none,1,real estate,36,none,own,1,high qual/mgmt,1,yes,yes,Good Risk
< 0 DM,12,existing paid back,radio/tv,1107,< 100 DM,1 <= x < 4 yrs,2,male:single,none,2,real estate,20,none,rent,1,high qual/mgmt,2,yes,yes,Good Risk
< 0 DM,21,existing paid back,car (new),3763,no savings,4 <= x < 7 yrs,2,male:single,co-applicant,2,real estate,24,none,own,1,unskilled resident,1,none,no,Good Risk
0 <= x < 200 DM,36,existing paid back,education,3711,no savings,1 <= x < 4 yrs,2,male:mar/wid,none,2,car,27,none,own,1,skilled,1,none,yes,Good Risk
no checking account,15,delay in past,car (used),3594,< 100 DM,< 1 yr,1,female:div/dep/mar,none,2,life insurance,46,none,own,2,unskilled resident,1,none,yes,Good Risk
0 <= x < 200 DM,9,existing paid back,car (new),3195,no savings,1 <= x < 4 yrs,1,female:div/dep/mar,none,2,real estate,33,none,own,1,unskilled resident,1,none,yes,Good Risk
no checking account,36,delay in past,radio/tv,4454,< 100 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,24,critical account,furniture/equip,4736,< 100 DM,< 1 yr,2,female:div/dep/mar,none,4,car,25,bank,own,1,unskilled resident,1,none,yes,Bad Risk
0 <= x < 200 DM,30,existing paid back,radio/tv,2991,no savings,>= 7 yrs,2,female:div/dep/mar,none,4,car,25,none,own,1,skilled,1,none,yes,Good Risk
no checking account,11,existing paid back,business,2142,>= 1000 DM,>= 7 yrs,1,male:divorced,none,2,real estate,28,none,own,1,skilled,1,yes,yes,Good Risk
< 0 DM,24,all paid back here,business,3161,< 100 DM,1 <= x < 4 yrs,4,male:single,none,2,life insurance,31,none,rent,1,skilled,1,yes,yes,Bad Risk
0 <= x < 200 DM,48,no credits/all paid,others,18424,< 100 DM,1 <= x < 4 yrs,1,female:div/dep/mar,none,2,life insurance,32,bank,own,1,high qual/mgmt,1,yes,no,Bad Risk
no checking account,10,existing paid back,car (used),2848,100 <= x < 500 DM,1 <= x < 4 yrs,1,male:single,co-applicant,2,real estate,32,none,own,1,skilled,2,none,yes,Good Risk
< 0 DM,6,existing paid back,car (new),14896,< 100 DM,>= 7 yrs,1,male:single,none,4,no property,68,bank,own,1,high qual/mgmt,1,yes,yes,Bad Risk
< 0 DM,24,existing paid back,furniture/equip,2359,100 <= x < 500 DM,unemployed,1,male:divorced,none,1,life insurance,33,none,own,1,skilled,1,none,yes,Bad Risk
< 0 DM,24,existing paid back,furniture/equip,3345,< 100 DM,>= 7 yrs,4,male:single,none,2,life insurance,39,none,rent,1,high qual/mgmt,1,yes,yes,Bad Risk
no checking account,18,critical account,furniture/equip,1817,< 100 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,2,no property,28,none,own,2,skilled,1,none,yes,Good Risk
no checking account,48,delay in past,radio/tv,12749,500 <= x < 1000 DM,4 <= x < 7 yrs,4,male:single,none,1,car,37,none,own,1,high qual/mgmt,1,yes,yes,Good Risk
< 0 DM,9,existing paid back,radio/tv,1366,< 100 DM,< 1 yr,3,female:div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,Bad Risk
0 <= x < 200 DM,12,existing paid back,car (new),2002,< 100 DM,4 <= x < 7 yrs,3,male:single,none,4,life insurance,30,none,rent,1,skilled,2,yes,yes,Good Risk
< 0 DM,24,all paid back here,furniture/equip,6872,< 100 DM,< 1 yr,2,male:divorced,none,1,life insurance,55,bank,own,1,skilled,1,yes,yes,Bad Risk
< 0 DM,12,all paid back here,car (new),697,< 100 DM,< 1 yr,4,male:single,none,2,car,46,bank,own,2,skilled,1,yes,yes,Bad Risk
< 0 DM,18,critical account,furniture/equip,1049,< 100 DM,< 1 yr,4,female:div/dep/mar,none,4,life insurance,21,none,rent,1,skilled,1,none,yes,Good Risk
< 0 DM,48,existing paid back,car (used),10297,< 100 DM,4 <= x < 7 yrs,4,male:single,none,4,no property,39,stores,for free,3,skilled,2,yes,yes,Bad Risk
no checking account,30,existing paid back,radio/tv,1867,no savings,>= 7 yrs,4,male:single,none,4,car,58,none,own,1,skilled,1,yes,yes,Good Risk
< 0 DM,12,delay in past,car (new),1344,< 100 DM,1 <= x < 4 yrs,4,male:single,none,2,real estate,43,none,own,2,unskilled resident,2,none,yes,Good Risk
< 0 DM,24,existing paid back,furniture/equip,1747,< 100 DM,< 1 yr,4,male:single,co-applicant,1,life insurance,24,none,own,1,unskilled resident,1,none,no,Good Risk
0 <= x < 200 DM,9,existing paid back,radio/tv,1670,< 100 DM,< 1 yr,4,female:div/dep/mar,none,2,car,22,none,own,1,skilled,1,yes,yes,Bad Risk
no checking account,9,critical account,car (new),1224,< 100 DM,1 <= x < 4 yrs,3,male:single,none,1,real estate,30,none,own,2,skilled,1,none,yes,Good Risk
no checking account,12,critical account,radio/tv,522,500 <= x < 1000 DM,>= 7 yrs,4,male:single,none,4,life insurance,42,none,own,2,skilled,2,yes,yes,Good Risk
< 0 DM,12,existing paid back,radio/tv,1498,< 100 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,1,car,23,bank,own,1,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,30,delay in past,radio/tv,1919,100 <= x < 500 DM,< 1 yr,4,male:single,none,3,no property,30,stores,own,2,high qual/mgmt,1,none,yes,Bad Risk
>= 200 DM,9,existing paid back,radio/tv,745,< 100 DM,1 <= x < 4 yrs,3,female:div/dep/mar,none,2,real estate,28,none,own,1,unskilled resident,1,none,yes,Bad Risk
0 <= x < 200 DM,6,existing paid back,radio/tv,2063,< 100 DM,< 1 yr,4,male:mar/wid,none,3,car,30,none,rent,1,high qual/mgmt,1,yes,yes,Good Risk
0 <= x < 200 DM,60,existing paid back,education,6288,< 100 DM,1 <= x < 4 yrs,4,male:single,none,4,no property,42,none,for free,1,skilled,1,none,yes,Bad Risk
no checking account,24,critical account,car (used),6842,no savings,1 <= x < 4 yrs,2,male:single,none,4,life insurance,46,none,own,2,high qual/mgmt,2,yes,yes,Good Risk
no checking account,12,existing paid back,car (new),3527,no savings,< 1 yr,2,male:single,none,3,life insurance,45,none,own,1,high qual/mgmt,2,yes,yes,Good Risk
no checking account,10,existing paid back,car (new),1546,< 100 DM,1 <= x < 4 yrs,3,male:single,none,2,real estate,31,none,own,1,unskilled resident,2,none,no,Good Risk
no checking account,24,existing paid back,furniture/equip,929,no savings,4 <= x < 7 yrs,4,male:single,none,2,car,31,stores,own,1,skilled,1,yes,yes,Good Risk
no checking account,4,critical account,car (new),1455,< 100 DM,4 <= x < 7 yrs,2,male:single,none,1,real estate,42,none,own,3,unskilled resident,2,none,yes,Good Risk
< 0 DM,15,existing paid back,furniture/equip,1845,< 100 DM,< 1 yr,4,female:div/dep/mar,guarantor,1,life insurance,46,none,rent,1,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,48,no credits/all paid,car (new),8358,500 <= x < 1000 DM,< 1 yr,1,female:div/dep/mar,none,1,car,30,none,own,2,skilled,1,none,yes,Good Risk
< 0 DM,24,all paid back here,furniture/equip,3349,500 <= x < 1000 DM,< 1 yr,4,male:single,none,4,no property,30,none,for free,1,skilled,2,yes,yes,Bad Risk
no checking account,12,existing paid back,car (new),2859,no savings,unemployed,4,male:single,none,4,no property,38,none,own,1,high qual/mgmt,1,yes,yes,Good Risk
no checking account,18,existing paid back,furniture/equip,1533,< 100 DM,< 1 yr,4,male:mar/wid,co-applicant,1,life insurance,43,none,own,1,unskilled resident,2,none,yes,Bad Risk
no checking account,24,existing paid back,radio/tv,3621,100 <= x < 500 DM,>= 7 yrs,2,male:single,none,4,car,31,none,own,2,skilled,1,none,yes,Bad Risk
0 <= x < 200 DM,18,critical account,business,3590,< 100 DM,unemployed,3,male:mar/wid,none,3,car,40,none,own,3,unemp/unskilled non-res,2,yes,yes,Good Risk
< 0 DM,36,delay in past,business,2145,< 100 DM,4 <= x < 7 yrs,2,male:single,none,1,car,24,none,own,2,skilled,1,yes,yes,Bad Risk
0 <= x < 200 DM,24,existing paid back,car (used),4113,500 <= x < 1000 DM,< 1 yr,3,female:div/dep/mar,none,4,car,28,none,rent,1,skilled,1,none,yes,Bad Risk
no checking account,36,existing paid back,furniture/equip,10974,< 100 DM,unemployed,4,female:div/dep/mar,none,2,car,26,none,own,2,high qual/mgmt,1,yes,yes,Bad Risk
< 0 DM,12,existing paid back,car (new),1893,< 100 DM,1 <= x < 4 yrs,4,female:div/dep/mar,guarantor,4,life insurance,29,none,own,1,skilled,1,yes,yes,Good Risk
< 0 DM,24,critical account,radio/tv,1231,>= 1000 DM,>= 7 yrs,4,female:div/dep/mar,none,4,life insurance,57,none,rent,2,high qual/mgmt,1,yes,yes,Good Risk
>= 200 DM,30,critical account,radio/tv,3656,no savings,>= 7 yrs,4,male:single,none,4,life insurance,49,stores,own,2,unskilled resident,1,none,yes,Good Risk
0 <= x < 200 DM,9,critical account,radio/tv,1154,< 100 DM,>= 7 yrs,2,male:single,none,4,real estate,37,none,own,3,unskilled resident,1,none,yes,Good Risk
< 0 DM,28,existing paid back,car (new),4006,< 100 DM,1 <= x < 4 yrs,3,male:single,none,2,car,45,none,own,1,unskilled resident,1,none,yes,Bad Risk
0 <= x < 200 DM,24,existing paid back,furniture/equip,3069,100 <= x < 500 DM,>= 7 yrs,4,male:single,none,4,no property,30,none,for free,1,skilled,1,none,yes,Good Risk
no checking account,6,critical account,radio/tv,1740,< 100 DM,>= 7 yrs,2,male:mar/wid,none,2,real estate,30,none,rent,2,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,21,delay in past,car (new),2353,< 100 DM,1 <= x < 4 yrs,1,male:divorced,none,4,life insurance,47,none,own,2,skilled,1,none,yes,Good Risk
no checking account,15,existing paid back,car (new),3556,no savings,1 <= x < 4 yrs,3,male:single,none,2,no property,29,none,own,1,skilled,1,none,yes,Good Risk
no checking account,24,existing paid back,radio/tv,2397,500 <= x < 1000 DM,>= 7 yrs,3,male:single,none,2,car,35,bank,own,2,skilled,1,yes,yes,Bad Risk
0 <= x < 200 DM,6,existing paid back,repairs,454,< 100 DM,< 1 yr,3,male:mar/wid,none,1,life insurance,22,none,own,1,unskilled resident,1,none,yes,Good Risk
0 <= x < 200 DM,30,existing paid back,radio/tv,1715,no savings,1 <= x < 4 yrs,4,female:div/dep/mar,none,1,car,26,none,own,1,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,27,critical account,radio/tv,2520,500 <= x < 1000 DM,1 <= x < 4 yrs,4,male:single,none,2,life insurance,23,none,own,2,unskilled resident,1,none,yes,Bad Risk
no checking account,15,existing paid back,radio/tv,3568,< 100 DM,>= 7 yrs,4,female:div/dep/mar,none,2,car,54,bank,rent,1,high qual/mgmt,1,yes,yes,Good Risk
no checking account,42,existing paid back,radio/tv,7166,no savings,4 <= x < 7 yrs,2,male:mar/wid,none,4,life insurance,29,none,rent,1,skilled,1,yes,yes,Good Risk
< 0 DM,11,critical account,car (new),3939,< 100 DM,1 <= x < 4 yrs,1,male:single,none,2,real estate,40,none,own,2,unskilled resident,2,none,yes,Good Risk
0 <= x < 200 DM,15,existing paid back,repairs,1514,100 <= x < 500 DM,1 <= x < 4 yrs,4,male:single,guarantor,2,real estate,22,none,own,1,skilled,1,none,yes,Good Risk
no checking account,24,existing paid back,car (new),7393,< 100 DM,1 <= x < 4 yrs,1,male:single,none,4,life insurance,43,none,own,1,unskilled resident,2,none,yes,Good Risk
< 0 DM,24,all paid back here,car (new),1193,< 100 DM,unemployed,1,female:div/dep/mar,co-applicant,4,no property,29,none,rent,2,unemp/unskilled non-res,1,none,yes,Bad Risk
< 0 DM,60,existing paid back,business,7297,< 100 DM,>= 7 yrs,4,male:single,co-applicant,4,no property,36,none,rent,1,skilled,1,none,yes,Bad Risk
no checking account,30,critical account,radio/tv,2831,< 100 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,2,car,33,none,own,1,skilled,1,yes,yes,Good Risk
>= 200 DM,24,existing paid back,radio/tv,1258,500 <= x < 1000 DM,1 <= x < 4 yrs,3,female:div/dep/mar,none,3,car,57,none,own,1,unskilled resident,1,none,yes,Good Risk
0 <= x < 200 DM,6,existing paid back,radio/tv,753,< 100 DM,1 <= x < 4 yrs,2,female:div/dep/mar,guarantor,3,real estate,64,none,own,1,skilled,1,none,yes,Good Risk
0 <= x < 200 DM,18,delay in past,business,2427,no savings,>= 7 yrs,4,male:single,none,2,life insurance,42,none,own,2,skilled,1,none,yes,Good Risk
no checking account,24,delay in past,car (new),2538,< 100 DM,>= 7 yrs,4,male:single,none,4,car,47,none,own,2,unskilled resident,2,none,yes,Bad Risk
0 <= x < 200 DM,15,all paid back here,car (new),1264,100 <= x < 500 DM,1 <= x < 4 yrs,2,male:mar/wid,none,2,life insurance,25,none,rent,1,skilled,1,none,yes,Bad Risk
0 <= x < 200 DM,30,critical account,furniture/equip,8386,< 100 DM,4 <= x < 7 yrs,2,male:single,none,2,life insurance,49,none,own,1,skilled,1,none,yes,Bad Risk
no checking account,48,existing paid back,business,4844,< 100 DM,unemployed,3,male:single,none,2,car,33,bank,rent,1,high qual/mgmt,1,yes,yes,Bad Risk
>= 200 DM,21,existing paid back,car (new),2923,100 <= x < 500 DM,1 <= x < 4 yrs,1,female:div/dep/mar,none,1,car,28,bank,own,1,high qual/mgmt,1,yes,yes,Good Risk
< 0 DM,36,existing paid back,car (used),8229,< 100 DM,1 <= x < 4 yrs,2,male:single,none,2,life insurance,26,none,own,1,skilled,2,none,yes,Bad Risk
